SEA,SF,DEN,CAR,KC,NO,ARI,CIN,NE,PHI,LAC,IND,PIT,MIA,DAL,LA,DET,GB,BAL,TEN,CHI,BUF,TB,ATL,MIN,CLE,NYG,NYJ,LV,HOU,WAS,JAX
0.19001329474468012,0.14760358859913789,0.13301486956903916,0.09461325160179761,0.09298568428601628,0.09256138404766101,0.07474379296350799,0.07302319645184176,0.07146771492885855,0.06994901046831198,0.057617394834086705,0.03985080175606941,0.02812868332560981,0.016319299869924184,-0.0039532479390875785,-0.009032209323382508,-0.011093462398820234,-0.016549179252825667,-0.017635949194250336,-0.032428222575310216,-0.04031681158642655,-0.04578185386554597,-0.048375968535851396,-0.0581586345834809,-0.06491963626658201,-0.07844496895929434,-0.08723302200520193,-0.09662018593576924,-0.10083737904119602,-0.11356003468967588,-0.11514347736454608,-0.1671707771673021
