DEN,LAC,NE,SF,SEA,PIT,PHI,NO,IND,CAR,CHI,ATL,GB,KC,MIA,CIN,DAL,DET,ARI,BAL,TEN,LA,MIN,TB,LV,CLE,JAX,NYJ,BUF,NYG,WAS,HOU
0.16813983592665513,0.13826936268384127,0.0862471446203592,0.07432331415311272,0.05818294672562989,0.03248688653053436,0.024879392522009644,0.019015408189503133,0.011303379052920948,0.0033490250187044324,0.0012357253052828615,-0.0074920348295249295,-0.008129852247118804,-0.023359795701441685,-0.0245033581690774,-0.02818609818599605,-0.028857858155988708,-0.0297932975604535,-0.03852165872752894,-0.040495501797342764,-0.04858181588591457,-0.05585967814475978,-0.09723925303052487,-0.1035660314799137,-0.13721358717714,-0.1375836819650753,-0.14634861897786824,-0.14895059610498063,-0.15836676248431486,-0.16020757237672775,-0.18041227153964834,-0.1906110646449416
