SEA,CIN,SF,KC,ARI,NO,MIA,CAR,NYG,BUF,PIT,BAL,LA,IND,CLE,NE,TB,PHI,GB,DAL,DEN,HOU,LAC,DET,CHI,TEN,WAS,LV,NYJ,MIN,JAX,ATL
0.22440607208386407,0.14134910119242267,0.13491586127953809,0.13014541520969572,0.12374458892971194,0.12091713064217714,0.09193655259647002,0.08603177085409883,0.08223985458513584,0.073169296175994,0.06819130731026941,0.05962903664524721,0.04232017567796226,0.04083978903254816,0.03944279097131392,0.036404067332631324,0.024879756941483852,0.022502424986169167,0.014259435366223386,0.011227214042065621,0.005140613261570143,0.0016631888744809836,-0.0004887734326037008,-0.0007315889045444585,-0.0022282186484297722,-0.009870200384105278,-0.010629157789452434,-0.03384945093146127,-0.037088349915624305,-0.04789690459885576,-0.05998313716904626,-0.06355192418160754
