SEA,ARI,CIN,SF,KC,CAR,NYG,NO,BAL,LA,BUF,MIA,DET,PIT,PHI,TB,DEN,HOU,CLE,NE,IND,NYJ,WAS,DAL,TEN,LV,GB,MIN,LAC,JAX,CHI,ATL
0.13916602840539496,0.0924136687583878,0.08524031212104204,0.08507098929877369,0.07640533514520444,0.053744318293577426,0.052905349268079535,0.05095417912410303,0.03489370954993671,0.03258898181425082,0.02810033256602041,0.02224175288736982,0.014635080591195988,0.009525687051565238,0.008289055803176775,0.007891933850774953,0.0013986976527523842,-0.0011561211568841545,-0.004864766170750901,-0.009386972540967268,-0.011391880905612637,-0.015198338981411187,-0.016863642756006665,-0.028151347231339455,-0.03457561282176435,-0.03465913607545177,-0.04575129688183909,-0.048363508391395194,-0.05639489141044783,-0.05787641953107826,-0.07430055985712654,-0.0819951899366905
