DEN,LAC,NE,SF,PHI,IND,SEA,NO,CAR,CHI,GB,DAL,ATL,PIT,KC,TEN,MIA,CIN,MIN,ARI,DET,LA,BAL,TB,LV,CLE,BUF,NYJ,WAS,JAX,HOU,NYG
0.13161617191628677,0.11401228624453454,0.08085468746982581,0.0625325993003642,0.06165995466513521,0.05124268266168205,0.05084726633928516,0.041607204923557975,0.04086893330822018,0.03398374827069999,0.029202117629013424,0.024198099292251876,0.023836555353209592,0.018602996274044575,0.016580349140811836,0.002147390246454132,-0.005922453017445636,-0.012217115669200277,-0.016556127875186816,-0.017669875794879813,-0.025728542990016222,-0.04162119113763333,-0.052529658744187045,-0.05626790238662635,-0.06617824296574426,-0.07358020278854344,-0.07388218643156638,-0.08142184695435804,-0.09827983460853942,-0.10929435763622383,-0.11240391353279172,-0.14013837127328146
