JAX,LAC,PHI,MIN,LA,BAL,BUF,DET,ARI,CAR,WAS,NYG,ATL,DAL,NO,SEA,CHI,PIT,NE,CIN,DEN,MIA,NYJ,KC,TEN,TB,LV,SF,HOU,GB,CLE,IND
0.11764586305298902,0.07486899823830712,0.06583223352847334,0.06505821829862156,0.06109326362078303,0.06066909751728748,0.048609569335059,0.04629854872005198,0.03780537712300336,0.03494933841445599,0.03304510764747063,0.029300585313699817,0.026918327166384634,0.02204048371777184,0.014134528204256348,0.01310318673186081,0.00896022488078178,0.004841046954252942,-0.0028029060185567663,-0.003980988308713997,-0.025510960372683796,-0.037664365298272495,-0.04115602302253836,-0.054142654482904035,-0.054687926957066306,-0.0553510575706444,-0.0768567786400428,-0.08597806373534789,-0.09450403054152803,-0.10940109822372039,-0.12851446973376776,-0.14019589319561843
