NE,PHI,NO,PIT,ATL,KC,LA,LAC,MIN,SEA,TB,CAR,JAX,DET,SF,LV,DAL,BAL,TEN,WAS,GB,NYJ,HOU,CIN,IND,BUF,MIA,ARI,CHI,NYG,CLE,DEN
0.22559254227774989,0.15475925566607057,0.1376770991793459,0.12704088907529534,0.12269808515318863,0.09763322008230042,0.09064100999518843,0.08504393363443516,0.06509972184418462,0.03132513635605323,0.03126766727304073,0.025031611024164832,0.02390439026812277,0.013354621921597414,0.008728960737586049,-0.0027150538408432746,-0.012624660477929164,-0.016905044550703338,-0.021360273783797824,-0.022907362695450628,-0.02900011405534332,-0.029294968650537295,-0.04120120215317008,-0.05022132789297745,-0.05960205265901493,-0.06296271852354782,-0.06578117000948096,-0.07071962548896783,-0.09291139273693229,-0.12902316400372713,-0.149973263108716,-0.15039393362074047
