JAX,MIN,PHI,BAL,ARI,CAR,DET,LA,LAC,DEN,NYG,ATL,SEA,CHI,DAL,BUF,NO,WAS,NYJ,TEN,MIA,PIT,CIN,NE,TB,SF,LV,HOU,KC,CLE,GB,IND
0.06204896106320243,0.03506737110142916,0.03383122960045763,0.019514540321635077,0.01617225771320259,0.012184621311771504,0.008048922746131518,0.0025962088414653445,0.0015935055302251089,-0.0002174823679480936,-0.010057996508571945,-0.010321637518144175,-0.012985248181956406,-0.016977909268517936,-0.026643575966270386,-0.02822834466842257,-0.03236114120914002,-0.035228536717378724,-0.03788404859955195,-0.04020323041225923,-0.04406813978404554,-0.04640022594984057,-0.04711986135748946,-0.06260404847359781,-0.06448478116824284,-0.07008587447971079,-0.07365761070582721,-0.08253206588777215,-0.08364788639437797,-0.084026996147701,-0.08802341451978038,-0.11755508224484049
