PHI,NE,JAX,NO,LA,ATL,LAC,MIN,PIT,CAR,BAL,DAL,KC,SEA,DET,TEN,TB,SF,ARI,GB,BUF,WAS,NYJ,CHI,LV,CIN,HOU,DEN,MIA,NYG,IND,CLE
0.16496902014394854,0.12899780493385554,0.1068639536401691,0.10675669758384099,0.0983961479050586,0.09326175471398798,0.08867610766309943,0.08434378797141483,0.06938167801118157,0.052074862173963135,0.04110580851973039,0.03797283977601146,0.03274911351604276,0.029592360337670494,0.013863229752795588,-0.021009180263931664,-0.022647087380387544,-0.027480705013643414,-0.042174208016478434,-0.0431430596718165,-0.04484760801008403,-0.04610531112480332,-0.04611148820379461,-0.0469782741213268,-0.05664472060706298,-0.06845895237238878,-0.07762978071777316,-0.08330419891515,-0.08381902729294696,-0.09597967407662253,-0.1276022931344,-0.14193673777561228
