NE,IND,PHI,LAC,NYJ,PIT,BUF,BAL,DEN,KC,CIN,ATL,MIN,CAR,GB,TB,HOU,WAS,JAX,NO,SEA,NYG,CLE,ARI,LA,DET,MIA,LV,TEN,DAL,CHI,SF
0.18632784901321814,0.13828288291691038,0.11291728032311255,0.09673571985595472,0.09326192954659131,0.08653958890177775,0.07602573759578271,0.06254155196494174,0.05307796170108824,0.04685857317201142,0.02623787892058082,0.007481673202604323,0.007085739751894776,0.002964565524178977,0.002824823564627141,-0.013407222565145274,-0.02174005565735032,-0.022013749333247623,-0.02299766942012236,-0.024168815050103647,-0.02711474278098563,-0.03469578340661536,-0.050167191755676514,-0.05214229164844553,-0.05360254558718036,-0.05632459784550385,-0.057667191648532276,-0.07398120379624694,-0.07653438712870153,-0.0840784035595681,-0.10000306108072954,-0.1510266579836302
