IND,NE,MIN,KC,LAC,GB,NYJ,PIT,PHI,LA,SEA,CAR,LV,DEN,DAL,CIN,BUF,NYG,TEN,ATL,NO,HOU,CLE,JAX,BAL,TB,DET,ARI,SF,WAS,MIA,CHI
0.17391724851886947,0.13286068862722142,0.12394500247984735,0.12223994941868982,0.11952353912199559,0.07885253886448276,0.06532295783376166,0.05436287126493438,0.041506705444975665,0.023979470882905574,0.02085940510307147,0.014079044746058464,0.010269997433674351,-0.0017111394992021453,-0.003405411244834091,-0.004944882981319797,-0.011637701469032001,-0.024334959809411926,-0.027077453208649044,-0.033680870285387896,-0.03601301032304656,-0.05129674128869583,-0.0541297075147553,-0.06188143262429746,-0.06777325813542445,-0.0698976208170475,-0.0743632278501836,-0.08788767222139554,-0.10547015235434246,-0.10885379191468676,-0.13147945554090645,-0.2174419917678731
