WAS,BUF,NYJ,NE,CHI,ARI,BAL,DEN,NYG,MIA,TB,JAX,DET,LV,NO,PIT,PHI,IND,CIN,HOU,LAC,SF,ATL,CAR,SEA,GB,TEN,CLE,DAL,MIN,LA,KC
0.07204527960806575,0.045159180758441164,0.025087043841895584,0.006601411908815469,-0.002618045284757703,-0.013616279000641357,-0.020331572837744866,-0.032933419416181275,-0.03315876115117122,-0.04464033857175678,-0.048396321454275235,-0.05030813804039544,-0.05509158899953563,-0.05787354051041896,-0.0667333778696924,-0.06849862906690767,-0.07657591193665782,-0.07771237992836554,-0.07823641803111,-0.08353241736212083,-0.08925077366347041,-0.0934644510342281,-0.10553663808699945,-0.11342391269137463,-0.1284482709203796,-0.129342112803418,-0.12998643525316192,-0.13746800311057328,-0.14693952149519504,-0.15532744493044484,-0.15568610281992312,-0.15851992545906599
