IND,NE,LAC,MIN,GB,KC,PIT,PHI,CAR,NYJ,SEA,BUF,LV,DEN,CIN,LA,DAL,NO,CLE,TB,TEN,HOU,NYG,JAX,SF,BAL,ARI,WAS,DET,ATL,MIA,CHI
0.19628125675109503,0.16296777583796962,0.1367195885202555,0.11404951257727823,0.08665845433152854,0.06698109506990788,0.05027236407142583,0.010052575776864303,0.005050351268288664,-0.01343122181653382,-0.019330274550427393,-0.022193871977311243,-0.025949744646334892,-0.030907549837635037,-0.04191692047311504,-0.043547964361416475,-0.04710202974166046,-0.051837334424511855,-0.06376547542839002,-0.07486016463137332,-0.0822315959252231,-0.08630140570652842,-0.09571021944073693,-0.11468380306573488,-0.13871313800562213,-0.14454130171842924,-0.15231517122397353,-0.15401857965028598,-0.16742101870290627,-0.18342495109276832,-0.18441957867698222,-0.30905002721106245
