BAL,CHI,BUF,WAS,MIA,PHI,TB,DEN,NE,ATL,JAX,ARI,PIT,CIN,HOU,NYJ,DET,NO,CLE,NYG,CAR,LAC,IND,SF,SEA,TEN,KC,GB,LA,DAL,LV,MIN
0.1303148101003662,0.11743893068714356,0.0876634390648147,0.08684004258143914,0.07381226389237418,0.07141057487813687,0.05649039825190223,0.05478910120029039,0.05346716038599672,0.04116254348799222,0.0388837632041751,0.035745380572950014,0.03217671763684337,0.031182761901900617,0.02955668563134551,0.02793897171282965,0.018038630004679746,0.011844195272942913,0.003962515759078784,-0.01036082359720343,-0.011114479221879487,-0.022787819266040864,-0.03563436560195908,-0.04555650562928776,-0.0479741478840571,-0.04945693392005249,-0.0753813762466784,-0.07602771529985562,-0.07758201647008593,-0.080672992314734,-0.08425120122992129,-0.11685926272795258
