Team,Spread
Vikings,-3.5
Browns,+3.5
Dolphins,-1.5
Panthers,+1.5
Cowboys,-1.5
Jets,+1.5
Raiders,+7.5
Colts,-7.5
Broncos,+4.5
Eagles,-4.5
Giants,+1.5
Saints,-1.5
Texans,-1.5
Ravens,+1.5
Titans,+7.5
Cardinals,-7.5
Buccaneers,+3.5
Seahawks,-3.5
Lions,-10.5
Bengals,+10.5
Commanders,+2.5
Chargers,-2.5
Patriots,+8.5
Bills,-8.5
Chiefs,-3.5
Jaguars,+3.5
49ers,+7.5
Rams,-7.5
