Team,Spread
Commanders,-1.5
Vikings,+1.5
Dolphins,-2.5
Jets,+2.5
Titans,+4.5
Browns,-4.5
Steelers,+6
Ravens,-6
Seahawks,-6.5
Falcons,+6.5
Colts,-1.5
Jaguars,+1.5
Saints,+8.5
Buccaneers,-8.5
Bengals,+6
Bills,-6
Broncos,-7.5
Raiders,+7.5
Bears,+6.5
Packers,-6.5
Rams,-9.5
Cardinals,+9.5
Texans,+3.5
Chiefs,-3.5
Eagles,-2.5
Chargers,+2.5
Cowboys,+3.5
Lions,-3.5
