Team,Spread
Packers,+12.5
Vikings,-12.5
Colts,+10
Texans,-10
Browns,+9.5
Bengals,-9.5
Cowboys,-3
Giants,+3
Saints,+4.5
Falcons,-4.5
Titans,+13.5
Jaguars,-13.5
Dolphins,+13.5
Patriots,-13.5
Chiefs,-4.5
Raiders,+4.5
Lions,+4.5
Bears,-4.5
Jets,+11.5
Bills,-11.5
Commanders,+3.5
Eagles,-3.5
Cardinals,+14
Rams,-14
Chargers,+14
Broncos,-14
Ravens,-3.5
Steelers,+3.5
Panthers,+3
Buccaneers,-3
Seahawks,-2.5
49ers,+2.5
