Team,Spread
Cardinals,+7
Bengals,-7
Seahawks,-6.5
Panthers,+6.5
Steelers,-4.5
Browns,+4.5
Saints,-1.5
Titans,+1.5
Buccaneers,-5.5
Dolphins,+5.5
Jaguars,-5.5
Colts,+5.5
Patriots,-13.5
Jets,+13.5
Giants,-2.5
Raiders,+2.5
Eagles,+2.5
Bills,-2.5
Bears,+3.5
49ers,-3.5
Rams,-7.5
Falcons,+7.5
Cowboys,-8.5
Commanders,+8.5
Lions,-7.5
Vikings,+7.5
Broncos,-13.5
Chiefs,+13.5
Texans,+1.5
Chargers,-1.5
Ravens,+2.5
Packers,-2.5
