WAS,CIN,TB,BAL,KC,DAL,NYJ,LA,MIN,SF,ATL,BUF,NO,PIT,ARI,DET,IND,GB,PHI,JAX,HOU,SEA,DEN,NYG,TEN,NE,LV,LAC,CAR,CHI,MIA,CLE
0.1714968767942959,0.1003382337965495,0.07231940287962278,0.07211170248856459,0.06720665354633498,0.06055503210240733,0.055860133811337934,0.054087358710229294,0.0536673645060239,0.049778909993069956,0.04806249584181953,0.04699037407640096,0.04007994342411354,0.03897155492916411,0.038851619887449375,0.03413092805543365,0.0318268376593489,0.029033025896264372,0.021694657936665192,0.019273710521503506,0.011069474865897037,-0.04200145199065347,-0.044269273305492414,-0.04629569462294808,-0.07173565117830862,-0.07604957932512489,-0.076760259011142,-0.0860974809172313,-0.09229774236645036,-0.11786584071794243,-0.16069752858823694,-0.1922592350828602
