WAS,ATL,TB,MIN,PIT,HOU,CIN,SF,NYJ,DAL,NO,BAL,BUF,NYG,LA,KC,ARI,DET,LV,PHI,IND,JAX,GB,DEN,SEA,NE,CAR,LAC,TEN,CHI,MIA,CLE
0.1348458764954372,0.1162956471202144,0.10933096782027107,0.10504270591195954,0.09635483253533064,0.09186710902996585,0.09146092501107705,0.08502052648301217,0.07495332146467551,0.05561002499126086,0.040345650158262344,0.034930980502452455,0.026127260443185543,0.025407910735110693,0.019036918070997225,0.01652084760628989,0.014408625683144292,-0.004445946906826662,-0.004622050149077066,-0.006451070800526308,-0.012178935276928923,-0.017376698283573664,-0.019755905686929726,-0.0671932526841365,-0.09497094821640994,-0.11739495148466045,-0.14282399752474784,-0.1478599404956336,-0.14810146368235044,-0.15363859989500672,-0.18388246411577647,-0.2609075340463197
