LAC,MIN,DEN,NO,CHI,CLE,KC,PIT,BUF,SEA,GB,DET,NYG,NYJ,LV,BAL,HOU,ARI,TEN,ATL,TB,PHI,SF,MIA,DAL,IND,NE,WAS,CAR,CIN,JAX,LA
0.15380028600077453,0.1530670102625461,0.10299555260047755,0.08805583476489565,0.07502515138910969,0.07440860812603126,0.07110576925806006,0.04237945328378563,0.031893452277673755,0.03188991176110941,0.030601664655597553,0.01716013988685597,0.01581025781663841,0.01573919871439039,0.012381895232671004,0.007490713280150073,0.002788108400850805,-0.005441094269291263,-0.007313001218710868,-0.015231858353451859,-0.015831073528187453,-0.017019242485148266,-0.03065625764193909,-0.034306925655630906,-0.03791466936712918,-0.04322225195092007,-0.07862443935872598,-0.09219344688531311,-0.119722265935437,-0.12013392114623023,-0.1448542041650318,-0.21345964699318518
