WAS,KC,LA,BAL,IND,GB,BUF,CIN,ARI,JAX,DET,SEA,TEN,DAL,NO,PHI,LAC,CAR,NYJ,NE,DEN,SF,TB,CLE,MIN,PIT,CHI,MIA,ATL,HOU,NYG,LV
0.22263471384622463,0.15757223901110207,0.133139311350736,0.13053171556829124,0.12693308043739887,0.12123707323962081,0.1140277243250769,0.11070179078963537,0.09265353141392751,0.09247145542896153,0.09137331965768718,0.08798478973302963,0.08359546929557744,0.06682770469962299,0.0578955269156329,0.05440987992722539,0.03403190196986075,0.012923791889493108,0.007777643302069315,0.003542662469707844,0.0019079323226415743,-0.003598753167643659,-0.00582695837512464,-0.015912734432542364,-0.033426618905934694,-0.03626413105972043,-0.06734091379762558,-0.11248010667603298,-0.14096790088276526,-0.1721204394085723,-0.18534464327590328,-0.2645443044581297
