LAC,PIT,BAL,MIN,GB,KC,DET,IND,SEA,MIA,CIN,LV,ARI,WAS,NYJ,CLE,TEN,CHI,PHI,NYG,ATL,NE,SF,NO,JAX,HOU,DEN,BUF,LA,CAR,TB,DAL
0.22119206154126614,0.1475521337685998,0.11348077560761166,0.10157440163241463,0.06368186389703975,0.049863189029470775,0.034952533051369965,0.03220746176578759,0.024138867092522942,0.02237592315807907,0.0027962622280404,0.0008103715481499567,-0.0038566141506484602,-0.01573233976165206,-0.03081314593535396,-0.03261409013153338,-0.03383478210250904,-0.03908158659046302,-0.04945040520538852,-0.05213540117980499,-0.05717561881835176,-0.07373999321815575,-0.07473035982474768,-0.08384373251145476,-0.0971511624216618,-0.10835573437306299,-0.11725143137420901,-0.1254827277474669,-0.13438815370860696,-0.1412560700828917,-0.17785924129233335,-0.23756573224178149
