DAL,SF,NYJ,ATL,GB,LA,JAX,MIN,KC,PHI,TEN,BUF,MIA,WAS,LAC,PIT,NE,CLE,LV,CIN,NO,BAL,TB,CAR,DET,DEN,CHI,SEA,IND,NYG,HOU,ARI
0.3041344748499776,0.23437960712401634,0.22418944998140844,0.148131595368355,0.13079214148763263,0.12742779987912015,0.04311438361152557,0.03779103341455485,0.02930620346910319,0.016658544512565654,0.007471814010273463,0.001199643731854147,-0.0011806265801846128,-0.00459041804597287,-0.007443204073040638,-0.007660818283779999,-0.012024739991631478,-0.02044743126246984,-0.02057617211636699,-0.030042385576524222,-0.04675069244155616,-0.050501757180505376,-0.05339516798966613,-0.07334767761233821,-0.07365332819370785,-0.08436223191120236,-0.0927049644483988,-0.0939485697683234,-0.11494066483116813,-0.12187019125994128,-0.13754977793729667,-0.20603073216281786
