SF,DAL,NE,ATL,BUF,CLE,WAS,NYJ,JAX,LA,NO,GB,PHI,CAR,PIT,DET,TEN,TB,MIA,IND,MIN,CIN,KC,NYG,CHI,BAL,HOU,LV,ARI,DEN,LAC,SEA
0.25535310512318077,0.253514756759468,0.1518918356136518,0.1480905093064471,0.11089427423556049,0.09153312765652144,0.08726599681762233,0.08617053620236509,0.07749261275578767,0.07260209451006742,0.032136130095286014,0.015782488481709614,0.002735505860400983,0.002236265944322517,-0.017552939871098877,-0.025360443705728656,-0.027144564611740245,-0.03155409191671933,-0.036231594498456386,-0.04180758707025892,-0.05257333114138748,-0.06018652116391826,-0.06747586901347948,-0.07290032820569659,-0.08759264556415083,-0.08799113388260268,-0.10666907293486115,-0.16772389184222247,-0.1729328806469027,-0.17519166733109165,-0.2609515316560645,-0.26190825387888644
