LAC,NYG,CIN,LA,CHI,KC,SF,DEN,PHI,BUF,TEN,NYJ,ATL,WAS,GB,BAL,JAX,DAL,SEA,CLE,NE,NO,DET,MIA,TB,CAR,PIT,HOU,IND,ARI,MIN,LV
0.3869389999188063,0.2766198438301853,0.23867204081365961,0.23434854055956272,0.21625362249263705,0.21029766820014484,0.20661252490338033,0.2049283695804991,0.2040042368104243,0.19560299838277884,0.17758230778568085,0.15460267329357058,0.11651157416170808,0.10347049367346063,0.09741950800468457,0.09527008988596397,0.09036263945321582,0.08626427343751467,0.06057198014059851,0.04452030747420058,0.0433271052661244,0.02763952523312882,0.026764975837119648,0.020834648033406317,0.020338579020762,0.017717768127965897,-0.00035502687546468126,-0.02405300255475007,-0.02703994211868027,-0.06688982895237172,-0.18632846284301813,-0.22708594060517087
