LV,GB,MIA,NYJ,DAL,MIN,SF,SEA,KC,LAC,ATL,LA,DEN,PIT,BAL,HOU,NO,CAR,CIN,PHI,DET,TB,IND,ARI,BUF,NYG,CHI,JAX,NE,WAS,CLE,TEN
0.26160155910568716,0.19611615218144912,0.17414801272600103,0.16352529286060383,0.13797763626721382,0.13108010377383145,0.0992465661250215,0.08668433946880047,0.07110819120912878,0.06571554724902573,0.06351155779713286,0.058324711701122696,0.04849212476620473,0.03181870766804801,0.028755880398105508,0.022871854705318946,-0.005881316218132846,-0.013511599293015653,-0.022019561609391614,-0.04347669289552579,-0.04731493131638237,-0.05041085220520018,-0.05674874824247038,-0.06777222882245662,-0.06974376986382178,-0.0792299219657239,-0.07993247056152475,-0.08875829142268848,-0.09434011338864601,-0.13961604878813672,-0.14764644975646074,-0.17753475446775713
