KC,NO,LA,LAC,SEA,NYG,NE,ATL,PIT,IND,PHI,GB,CAR,HOU,CHI,TEN,TB,CIN,DET,DAL,BAL,LV,SF,DEN,CLE,WAS,MIN,MIA,JAX,NYJ,BUF,ARI
0.19499688274997626,0.1206850342013797,0.1161437800269806,0.07378163689244227,0.06807697522010228,0.0662108476296655,0.05940143763266294,0.057527477145862635,0.05181950658162714,0.05159565322339348,0.04942773128268549,0.048087704214784185,0.04088712479794749,0.036819095672750025,0.0197133111465641,0.01855457650947703,0.01799149301901428,0.002667966935551167,-0.00021051264438794876,-0.009288780857314462,-0.009395937644893396,-0.013673656047000257,-0.01813613363019164,-0.038569234881410196,-0.047058169323509605,-0.04983251060625906,-0.05765678902141626,-0.05789187978369972,-0.08029183257085179,-0.09053850443019923,-0.12088221741172617,-0.20704931365784265
