BAL,MIN,ARI,CHI,NE,CLE,NYJ,BUF,LAC,PIT,IND,DEN,DAL,JAX,LA,WAS,PHI,SEA,TEN,NO,KC,CAR,HOU,MIA,DET,ATL,CIN,TB,SF,NYG,GB,LV
0.1378528969242116,0.10497301782826395,0.10377367888011789,0.09696059232922406,0.08885169315974346,0.06902639275573681,0.06273038305554027,0.06098715957680702,0.06033300356214198,0.04409206846679255,0.0384007148051348,0.037803507846286284,0.032008692371021406,0.028703570639965054,0.025669251023959984,0.018311311720783353,0.016699401190205722,0.014122219048682577,0.006701485213301846,0.003205128621124414,-0.011736585466083135,-0.012891279539142902,-0.013501803474967334,-0.019128514751188156,-0.028775062486148913,-0.04595619904220894,-0.04912312882478896,-0.06713474747529033,-0.09723749094822176,-0.10131849196388089,-0.10556113175179838,-0.1655083524121811
