KC,NO,LA,ATL,LAC,NE,SEA,PHI,HOU,NYG,PIT,IND,TB,GB,CHI,TEN,CAR,CIN,DET,SF,LV,BAL,MIN,DAL,CLE,NYJ,DEN,MIA,WAS,JAX,BUF,ARI
0.20888584042357614,0.15589667999306145,0.104710747635983,0.0699876423638367,0.06914845721520785,0.05329650382275057,0.05185928324476256,0.04928461148759688,0.048367551779358274,0.04494653727716505,0.04368584109108272,0.04342163345865381,0.021871003036873247,0.0031709293002206047,0.0019649615514632703,-0.003556868876996083,-0.008318721651246516,-0.008529345595185603,-0.016399181977971928,-0.01833913266287151,-0.02107957640579678,-0.02685298210564993,-0.04372843298750011,-0.05197756501752256,-0.08725002623611416,-0.08797993663909548,-0.08821352337955737,-0.09198927719668876,-0.10834419229771282,-0.12361704798461502,-0.205365892739384,-0.26778846066759127
