SF,WAS,NE,SEA,CAR,MIN,CIN,NYG,NO,BUF,BAL,TB,IND,CLE,KC,NYJ,HOU,GB,CHI,MIA,DET,DAL,DEN,LA,TEN,PHI,LAC,JAX,ATL,PIT,LV,ARI
0.20225792991237063,0.1730871139678736,0.14004909212973393,0.125800030729902,0.12056853849338199,0.11858834294468615,0.11793582190743285,0.1042927461232513,0.09393612808579019,0.09271960164929081,0.08956527622897036,0.08813346544636264,0.08299894918362669,0.08096000718997984,0.0743259124097724,0.0688008314469166,0.05832850177321918,0.05738988645479662,0.055994990699939504,0.04773281297900073,0.03675860585196296,0.007509287745695661,0.0063018540791133365,0.0023207864928642824,0.00042477546300889735,-0.010909182760819175,-0.02250177238633945,-0.02447784646395633,-0.02624362181576323,-0.03395778290498895,-0.0956802953542969,-0.10074230311869795
