NE,SEA,DEN,GB,ATL,NYG,SF,BAL,PIT,NO,LAC,HOU,WAS,DAL,LV,DET,CAR,MIN,IND,TB,BUF,CIN,CHI,MIA,LA,PHI,TEN,JAX,CLE,NYJ,ARI,KC
0.1405620410794816,0.10930509421310598,0.09000386839261657,0.08929877411622707,0.07472348070575915,0.05129408398758806,0.04710397656862286,0.034540270107901325,0.032557689384928014,0.021772068742856185,0.008023755635388749,0.005437688660566001,-0.0027607020209547833,-0.00863994474150094,-0.024918758153407772,-0.029699278883436632,-0.04317279229273888,-0.05871701656861136,-0.0603376038349869,-0.06508432275458598,-0.0798487453574758,-0.0830839263558167,-0.08851774566000213,-0.0905252855500342,-0.10722528833567982,-0.13652422136248854,-0.13811354754339422,-0.14862100440770304,-0.15450105393937077,-0.1981768149161974,-0.20315641679529453,-0.21270839661542706
