NYJ,DEN,ARI,SEA,PIT,NE,LA,BAL,MIN,WAS,KC,CAR,NO,ATL,HOU,DET,TB,LV,JAX,IND,SF,TEN,CIN,CLE,GB,NYG,MIA,CHI,LAC,DAL,PHI,BUF
0.00670128573650422,0.0006616181109772301,-0.00547043331757191,-0.015821470670557614,-0.03322317483015361,-0.042721273437605706,-0.04307771635216176,-0.05544619716779839,-0.06556721609680301,-0.06605124116941946,-0.07331435134361204,-0.08001850845649985,-0.08635283041797076,-0.0881472177787948,-0.08826316587056322,-0.08967420628094755,-0.09383208385360418,-0.10346644268636507,-0.10767436382371376,-0.11422875098081404,-0.1180739705686913,-0.11948082007619128,-0.12079567040497777,-0.12530292194893833,-0.12603085884593423,-0.12610915328381472,-0.13152226303884748,-0.1327669945721381,-0.14505364057894987,-0.14594327033539725,-0.16779354805790164,-0.17161921776520386
