ARI,CIN,SEA,NO,NE,WAS,CAR,NYG,KC,PIT,LAC,NYJ,GB,LV,ATL,BUF,MIN,DET,CHI,BAL,PHI,DEN,JAX,IND,TB,MIA,CLE,HOU,TEN,DAL,SF,LA
0.1097644662886732,0.09976617429885012,0.09803382788949826,0.053534957858144556,0.05054122106711015,0.03416951776472306,0.03389863371169996,0.03233274931141791,0.019322439222194655,0.015224766450690774,0.014086907850192502,0.011045705069180284,0.007814042679621332,-0.0063632617996781295,-0.006641864555946786,-0.010735573274204253,-0.013366884309030994,-0.024123242021154123,-0.02456057284045894,-0.028618258853323968,-0.03486406010702553,-0.050719672983586525,-0.05188773577696571,-0.05258433205597115,-0.055152776969609775,-0.07045823050804624,-0.08450642878611385,-0.0975417408923222,-0.09786122657078473,-0.10706516510901576,-0.1509717300949056,-0.17930774117083906
