LA,CLE,DET,SEA,NO,DEN,GB,LV,PHI,MIA,NE,HOU,MIN,PIT,ARI,TB,CAR,CHI,SF,KC,TEN,LAC,JAX,BAL,NYJ,WAS,ATL,IND,BUF,CIN,DAL,NYG
0.1058672036461038,0.09497798514291513,0.0813262714921918,0.08121213940072514,0.06218537616127255,0.0491766964532135,0.022346059205927075,0.021556038294768355,0.006175141759080648,0.0020217694951279123,0.001879891433029128,-0.002149204607401922,-0.0040873066841793804,-0.006629030697970035,-0.00953125276672042,-0.012811171885208736,-0.017318214178519333,-0.02204695362078954,-0.028452355437989907,-0.031132770901021508,-0.03424966093648751,-0.035918532584565566,-0.04063185254387864,-0.04179177117669923,-0.046355743672904993,-0.04742251911993364,-0.06154611367303815,-0.07568299933002812,-0.13579641311667381,-0.14081787071007631,-0.16217685078321625,-0.20139643901401028
