IND,BUF,KC,DAL,SF,SEA,BAL,GB,DET,JAX,NE,LA,WAS,NYG,PIT,TB,PHI,CIN,MIA,DEN,ARI,HOU,CHI,LAC,NYJ,CAR,ATL,MIN,TEN,LV,NO,CLE
0.12740479773424535,0.08939926605001033,0.08568039112857598,0.06378946086756007,0.048175092349241985,0.03328650451582804,0.03291452168473947,0.03144131057918703,0.03046556446796754,0.029503247954667074,0.02515054293694631,0.021266301296510623,0.0030275255386141703,0.0024643544144502226,0.0012438125324382016,0.0004913211438765802,-0.016395258629285443,-0.01773178151593377,-0.03302665011647607,-0.03750934714988144,-0.04300027237666046,-0.04360115579100862,-0.045471092172820776,-0.04569756847586182,-0.05531160250637364,-0.07939036113018712,-0.07983392897493909,-0.10680256186105593,-0.11477292808381277,-0.14284023624706232,-0.15636791287490567,-0.19482888174011065
