LA,SEA,HOU,CLE,DEN,PHI,MIN,DET,TB,ARI,NO,ATL,LAC,JAX,KC,PIT,LV,NE,GB,CAR,IND,SF,TEN,BUF,CHI,BAL,MIA,NYJ,NYG,WAS,DAL,CIN
0.13857667049053513,0.13224075913729647,0.13212827276597364,0.09968857501349901,0.0959814479496957,0.08808690932337679,0.07437790159574251,0.06657265762799763,0.05423729345065006,0.04194377170257301,0.04189371708881795,0.03668440884752575,0.036459649519102265,0.029104191749851765,0.02264952515549449,0.02206389288673574,0.017015924047282523,0.01424792803434622,0.00645726774716868,-0.002439833327571049,-0.0034186998785949163,-0.01720209720762096,-0.022325600293364445,-0.02242107787102393,-0.023321170925404512,-0.027008879491652364,-0.03925962942991294,-0.05275600772750973,-0.05334243094954979,-0.05911819633632426,-0.10452780664798557,-0.10976396005268782
