SEA,LA,IND,KC,DET,HOU,PHI,BUF,JAX,DEN,TB,NE,GB,SF,PIT,BAL,ARI,LAC,MIN,DAL,ATL,NYG,WAS,CHI,MIA,CAR,CLE,NYJ,NO,LV,CIN,TEN
0.1655272636531245,0.15984297178704576,0.12398609785565043,0.10832991628407046,0.09703822209596517,0.08852711697496501,0.07169165069409135,0.0669781881789864,0.05860743970451884,0.058472100799814256,0.05472861459452664,0.03939847097129253,0.03789857832635571,0.030972995141621024,0.02330770541917394,0.0059056421930871045,-0.0010565006740874475,-0.009237918956759558,-0.03242466026531342,-0.0407383457804255,-0.043149520127413334,-0.05087807653509957,-0.05609067079771009,-0.06879226309822528,-0.07228627954638901,-0.08183019445775816,-0.09514030672661164,-0.10806761023388337,-0.11447419578608772,-0.1258243121997798,-0.1274957415686216,-0.13709852837717723
