IND,JAX,BUF,KC,BAL,CIN,TB,NYG,WAS,DAL,CHI,LAC,HOU,ATL,CLE,DET,GB,CAR,DEN,NYJ,PIT,ARI,SF,PHI,MIA,MIN,LA,NE,SEA,TEN,NO,LV
0.22670868055171162,0.13043345354101243,0.1254319797323887,0.11410634158802452,0.11186069329577376,0.09370073498952736,0.08881399635211297,0.07338649699120812,0.06645729515285612,0.05247081081846727,0.03199201514560103,0.027303319396253144,0.01497113409193624,0.010911234275948582,0.006518053898702143,0.004499439157296569,0.003500050325923087,0.003375424902205864,-0.0032173952032685986,-0.006887633506339294,-0.0075203539119887836,-0.008160074996259842,-0.009339045396633147,-0.0120163960998639,-0.013179144497356698,-0.014935195017082181,-0.05224681922862391,-0.05259757148997332,-0.06751590788666567,-0.07690006972693673,-0.088184303914373,-0.1493304856638472
