HOU,SEA,LA,PHI,DEN,MIN,TB,CLE,ATL,ARI,LAC,JAX,DET,KC,PIT,BUF,IND,NE,NYG,NO,LV,CAR,GB,SF,BAL,TEN,CHI,NYJ,MIA,WAS,DAL,CIN
0.19724767818770003,0.16178577085502693,0.1555768265519481,0.1324745951374677,0.12284138903644017,0.12004196682060145,0.09923156863073998,0.09910330235858669,0.09042696324568136,0.07570691296910145,0.07225240525769672,0.0713634255462316,0.06429443088831183,0.0513613286614555,0.04352927089283259,0.040900878430090215,0.032543636419243016,0.025256359157983025,0.022611834024336544,0.018581061854998318,0.017112686917342898,0.005336146260720848,0.003968834200148083,-0.008430166521666782,-0.014953859684646909,-0.019941632941841855,-0.022341581289177414,-0.056794233872706754,-0.06397931147398611,-0.07190602329590173,-0.07584100878748803,-0.09694949460334185
