Name,Total Adj EPA,Adj EPA Per Rush,Adj EPA Per Reception,Adj EPA Per Touch,Adj EPA Per Play
L.Bell,95.19802079413036,-0.004991158353631963,1.3482615860253147,0.29613478744650895,0.06948760641907326
P.Thomas,54.69984968738995,-0.015777784559468048,1.2508866700335068,0.6175544427370194,0.05727732951559157
M.Forte,72.04644230636286,-0.05506814056177948,0.9915928908105284,0.23347084646518104,0.05453932044387802
T.Kelce,67.52366294159732,0,1.3562210282948712,1.3562210282948712,0.05406218009735574
A.Bradshaw,46.26903553944193,-0.16437094497303054,1.8137313959860868,0.4228781874992074,0.050292429934176014
J.Charles,55.43687423662608,0.04222245217435508,1.2287263444314522,0.2351499143299806,0.04758529977392797
R.Helu,50.68766885675134,-0.07922119516339286,1.3103731230267788,0.6325222361047439,0.04616363283857135
F.Jackson,51.811618510353455,-0.09206898590719642,1.1979983917288417,0.3172793166119311,0.044207865623168474
J.Edelman,59.698563414418025,0.5815700121078564,1.2176918962356533,1.1546054283882685,0.04221963466366197
B.Cooks,33.816425417890045,0.5775869062647925,1.1269778060834694,1.0628822011046237,0.03812449314305529
D.Murray,55.002023336583605,0.001860716190819305,0.903227752205292,0.11249127795517108,0.037906287619974915
C.Anderson,44.990280146148166,0.02866690754230225,1.1349998110765391,0.215389760459473,0.03466123277823433
M.Lynch,48.078168337014176,0.04509785219376431,1.2885627053300173,0.18671468268983757,0.03295282271214131
J.Hill,45.69436754892807,0.00944022213268068,1.2351031445210743,0.1915133374150145,0.03249955017704699
R.Cobb,47.4252337587058,-0.10031655887211073,1.4492442025074714,1.2684621136798535,0.03237217321413365
G.Bernard,37.4673314870115,-0.07062319431066574,1.1198959680626732,0.20287445109942565,0.032160799559666525
J.Thomas,35.55063149344655,0,1.3830727609528235,1.3830727609528235,0.031212143541217343
G.Tate,43.52617619424258,0.0003355692903275233,1.5057565342905008,1.4243824280742754,0.031001549995899273
J.Landry,40.84473578642594,-0.9536176483121738,1.130068055863693,1.0816102487898358,0.030077125026823227
Ry.Mathews,12.277113919164531,0.09605840674104102,0.9064590369276279,0.1782729634266368,0.02855142771898728
D.Sproles,38.056369345359116,0.07560058523422185,1.4173424848389629,0.6288962139372078,0.02825268696760142
E.Lacy,40.01179358520092,-0.07482529064670261,1.4341349229103493,0.12239443331364157,0.027311804495017692
B.Cunningham,34.57905064471,-0.1548119759251554,1.1716608587416666,0.3757771579415734,0.027249054881568164
A.Brown,39.799528351579134,-0.2622604974957228,1.385237051702927,1.3165913204863167,0.027241292506214328
K.Stills,35.23094266071208,-0.8913824808643743,1.5284588463674367,1.4906488256294395,0.02722638536376513
J.Forsett,38.280116851823074,-0.02346635914691733,1.009037476364299,0.1263104318068702,0.0258824319484943
S.Vereen,39.97598744639998,-0.05590827223708315,1.1934806815724757,0.41360732186969373,0.025462412386242025
O.Beckham,25.1053962584156,-0.34642205950956173,1.487104334474054,1.3561381634752243,0.023774049487135983
E.Sanders,34.70263604077876,0.19745114774775868,1.4382636610574826,1.3428165446490425,0.023290359758911923
D.Baldwin,32.24685104446322,0.6164792694656777,1.3958169777182723,1.3855625341886328,0.0221020226487068
T.Riddick,24.63926756107528,-0.40054412795738015,1.2010038597112784,0.6487459329289823,0.02138825309121118
R.Jennings,19.847436193204047,-0.06039881469849885,1.069873814165319,0.11172392066147341,0.020567291391921292
J.Witten,28.529319527941666,0,1.2967283981725826,1.2967283981725826,0.019661832893136916
H.Miller,28.180434121022113,1.0868654395599442,1.0473646956200677,1.047905801701436,0.01928845593499118
R.Bush,17.95967695856022,-0.14797425326012947,1.0774493472195512,0.2669329500518884,0.018307519835433456
B.Oliver,20.788739713188228,-0.14065759069588185,1.3102994602059712,0.1258447247758871,0.018077164967989764
L.Murray,14.559217910516244,0.004912687490276317,0.9681486388363053,0.17031684075171563,0.017690422734527634
J.Gresham,21.698043259567985,0,0.9110064558879294,0.9110064558879294,0.017456189267552682
M.Asiata,19.572342148842985,-0.052806322328016034,0.9748687877315525,0.16251608168446496,0.016392246355814894
M.Ingram,17.443328779666487,-0.01237175066715491,0.636308519946694,0.06139973108892987,0.015630222920848105
D.Bowe,18.295553822756002,-0.9291778573590765,1.1975031443850832,1.1626395214056706,0.015570684104473194
E.Royal,20.445945733109834,-0.1476212184650006,1.469029908161031,1.394415240778291,0.015477627352846203
L.Miller,20.726157486427592,0.01510204478234789,0.9079708091057853,0.1486808362953031,0.015262266190300142
T.Austin,16.638568997675453,0.26106359736949813,0.9885871265175613,0.597678961602184,0.014100482201419875
C.Spiller,10.184009516926508,-0.20057960540975622,1.3664069099337508,0.10635589759567299,0.013743602586945356
J.Todman,15.827689109917157,-0.02061300905978517,0.9283678672259295,0.3956066735216686,0.012847150251556135
J.Matthews,18.65988698360204,0,1.4724808349552716,1.4724808349552716,0.01281585644478162
D.Jackson,15.136946705379858,-0.07611970203036948,1.8480902566113304,1.719809592701884,0.012042121483993522
J.Bell,15.583451287147902,-0.14135769713180601,1.4190225272877564,0.07504539968550555,0.011778874744631823
G.Olsen,18.057833944658253,0,1.151215356024964,1.151215356024964,0.01168791841078204
M.Reece,14.585241762850675,-0.34926288737674216,0.9168752265889808,0.4584459094634604,0.011630974292544397
R.Gronkowski,17.095694894343005,0,1.4268769894847992,1.4268769894847992,0.011458240545806304
S.Chandler,14.994961852432224,0,1.3463130660415255,1.3463130660415255,0.011351220175951722
K.Wright,11.922601485799456,0.593469528131399,1.3805230843672203,1.328913015105855,0.011132214272455141
R.Turbin,15.969217742015152,-0.1171932907415372,1.5121408553862306,0.15979351410018333,0.010945317163821215
D.Williams,13.689901115416266,-0.1728120106515368,1.3096836228041286,0.14165676008148315,0.010628805213832504
J.Stewart,13.38845603212524,-0.07172063196158963,1.1151309530011029,0.05907525699348261,0.010484303862275052
J.Nelson,15.326448159963546,0,1.506648253466471,1.506648253466471,0.01046173935833689
D.Herron,12.518390252493578,-0.10357090324379452,0.7142448534962308,0.10088303594121181,0.010244181876017657
J.McKinnon,9.198507695678488,-0.030638322121606422,0.745608137278568,0.11906635219128435,0.010220564106309431
A.Gates,12.902663978764567,0,1.464864159153558,1.464864159153558,0.00976734593396258
M.Austin,9.736082802799183,0,1.2439933838450385,1.2439933838450385,0.009415940815086251
A.Boldin,11.996984854241786,-0.015585016561691749,1.327814420776845,1.3118215703323386,0.00914404333402575
K.Robinson,6.476210879773513,-0.04749088336184066,1.3747506911059915,0.08796069515890526,0.008292203431208083
C.Clay,9.787378301517975,0,1.1020831418245631,1.1020831418245631,0.008095432838310981
R.Hillman,6.597615272451764,-0.03889871811217593,0.8177562629009041,0.10055674391320918,0.008016543465919517
D.Bryant,9.671994364361666,0,1.5369720996274208,1.5369720996274208,0.0066657438761968755
J.Gray,4.920249848106607,0.053110772649908045,0.39530660668223006,0.05675115386301786,0.006365135637912816
J.Rodgers,8.146309677821709,-0.12564452511023977,0.6797635674161557,0.13977405083595873,0.006079335580463962
G.Jennings,6.83998057630288,0,1.343423306761482,1.343423306761482,0.00536469064808069
A.Foster,5.444505391181073,-0.017436845841693274,1.237351888298509,0.14256977126343318,0.004918252385890762
D.McCluster,4.601824901855775,-0.22850782261279753,0.8815770842318508,0.20879835281085182,0.004597227674181593
D.Thomas,6.812437391179721,0.483645284375936,1.3934395776477968,1.304823250381057,0.004572105631664242
D.Robinson,4.5481954420164925,-0.15525468524846098,1.2633508098000097,0.051251177954797424,0.004250649945809806
S.Taylor,4.4167381172586015,-0.10652149760144819,1.1931280537988007,0.07676241349345869,0.0042144447683765286
M.Bennett,4.760917313925045,1.057382135106453,1.0468522489988756,1.0470811595664316,0.0036040252187169155
K.Williams,1.2247787549385634,-0.012409807384128443,0.9055521402179538,0.05508739464543643,0.0030391532380609513
E.Decker,3.8245794701234317,0,1.3944941766311527,1.3944941766311527,0.0030067448664492387
D.Brown,3.2600348643914927,-0.21755689613974827,1.142685725890645,0.12846973578026405,0.002999112110755743
