Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Lamar Jackson,QB,['BAL'],18,201.9116,11.2173,0.3111,0.1382,187.6884,0.5653,0.3792,14.2233,0.0924,0,0,0
Josh Allen,QB,['BUF'],17,199.2583,11.7211,0.3219,0.1388,138.2993,0.4229,0.2717,60.959,0.5542,0,0,0
Jared Goff,QB,['DET'],17,170.6309,10.0371,0.2967,0.1224,172.2339,0.4416,0.3195,-3.3944,-0.097,1.7913587896153342,1.7913587896153342,1.7913587896153342
Joe Burrow,QB,['CIN'],17,140.3865,8.258,0.2023,0.1003,123.2466,0.2679,0.189,17.1398,0.4081,0,0,0
Jayden Daniels,QB,['WAS'],18,128.1459,7.1192,0.1896,0.0854,73.6307,0.2074,0.143,54.5152,0.3386,0,0,0
Baker Mayfield,QB,['TB'],18,125.5952,6.9775,0.1917,0.086,127.8799,0.303,0.2175,-2.2847,-0.0341,0,0,0
Brock Purdy,QB,['SF'],15,102.8688,6.8579,0.1974,0.0773,84.8396,0.2828,0.1865,18.0292,0.2732,0,0,0
Patrick Mahomes,QB,['KC'],16,100.1841,6.2615,0.1565,0.0725,76.9586,0.1963,0.1325,23.6625,0.408,-0.43690952848740705,-0.43690952848740705,-0.43690952848740705
Kyler Murray,QB,['ARI'],17,90.0244,5.2956,0.1454,0.0671,72.5214,0.195,0.1341,17.503,0.2244,0,0,0
Jalen Hurts,QB,['PHI'],16,81.7803,5.1113,0.152,0.0551,37.7269,0.1445,0.0988,44.0535,0.2824,0,0,0
Tua Tagovailoa,QB,['MIA'],11,78.8889,7.1717,0.1896,0.0571,78.681,0.2704,0.1972,0.208,0.0122,0,0,0
Jordan Love,QB,['GB'],16,76.4785,4.7799,0.1577,0.0539,70.1403,0.2435,0.1531,6.3382,0.2347,0,0,0
Bo Nix,QB,['DEN'],18,55.5128,3.084,0.0809,0.0391,27.4852,0.0707,0.0467,24.1815,0.2519,3.846048469325948,3.846048469325948,3.846048469325948
Justin Herbert,QB,['LAC'],18,48.2397,2.68,0.0797,0.0346,43.6613,0.1262,0.0815,4.5784,0.0664,0,0,0
Matthew Stafford,QB,['LA'],17,45.506,2.6768,0.079,0.0325,52.4328,0.1461,0.0964,-6.9268,-0.2165,0,0,0
Derek Carr,QB,['NO'],10,41.8602,4.186,0.1414,0.0311,43.4442,0.2299,0.1557,-1.584,-0.0932,0,0,0
Sam Darnold,QB,['MIN'],18,26.4062,1.467,0.0403,0.0181,25.501,0.0661,0.0436,0.9053,0.0128,0,0,0
Geno Smith,QB,['SEA'],17,25.5044,1.5003,0.0404,0.0185,24.7101,0.0607,0.0428,0.7943,0.015,0,0,0
Marcus Mariota,QB,['WAS'],4,21.0038,5.2509,0.3334,0.014,18.7215,0.5506,0.4255,2.2823,0.1201,0,0,0
Trevor Lawrence,QB,['JAX'],10,20.0361,2.0036,0.0646,0.0156,10.6232,0.0618,0.0374,9.4129,0.362,0,0,0
Malik Willis,QB,['GB'],6,18.4814,3.0802,0.2497,0.013,15.2521,0.3813,0.2824,3.2293,0.1615,0,0,0
Kirk Cousins,QB,['ATL'],14,16.9126,1.208,0.0355,0.0121,33.815,0.1116,0.0746,-16.9024,-0.7349,0,0,0
Aaron Rodgers,QB,['NYJ'],17,14.0279,0.8252,0.0231,0.0107,10.0525,0.0273,0.0172,3.9754,0.1807,0,0,0
Justin Fields,QB,['PIT'],11,12.6868,1.1533,0.0566,0.0087,9.5075,0.0897,0.0587,3.1793,0.0513,0,0,0
Tyrod Taylor,QB,['NYJ'],2,11.0809,5.5405,0.4432,0.0084,11.6888,0.6876,0.5313,-0.6079,-0.2026,0,0,0
Tanner McKee,QB,['PHI'],2,10.3455,5.1727,0.2069,0.007,13.5253,0.4508,0.3006,-3.1798,-0.636,0,0,0
Michael Penix Jr.,QB,['ATL'],5,9.1245,1.8249,0.0815,0.0065,8.5971,0.1409,0.0819,0.5274,0.0753,0,0,0
Joe Milton III,QB,['NE'],1,8.6604,8.6604,0.2221,0.0064,11.9783,0.5445,0.413,-3.3179,-0.3318,0,0,0
Nick Mullens,QB,['MIN'],4,4.8435,1.2109,0.9687,0.0033,4.8892,2.4446,2.4446,-0.0456,-0.0152,0,0,0
Kenny Pickett,QB,['PHI'],5,3.9163,0.7833,0.0768,0.0026,2.6008,0.104,0.0619,1.3155,0.1462,0,0,0
Jimmy Garoppolo,QB,['LA'],1,3.8086,3.8086,0.0886,0.0027,5.7816,0.2141,0.141,-1.973,-0.9865,0,0,0
Joshua Dobbs,QB,['SF'],2,0.6763,0.3382,0.0121,0.0005,4.0924,0.1279,0.0871,-3.4161,-0.3796,0,0,0
Mac Jones,QB,['JAX'],10,0.3084,0.0308,0.0011,0.0002,-0.8521,-0.005,-0.0033,1.1606,0.0414,0,0,0
Jameis Winston,QB,['CLE'],11,0.1294,0.0118,0.0004,0.0001,-17.263,-0.0954,-0.0583,17.3924,0.6957,0,0,0
