Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
George Kittle,TE,['SF'],15,69.18924210352947,4.612616140235298,0.7360557670588241,0.052021986544007116,0.0,0.0,0.0,0.0,0.0,69.18924210352947,0.8870415654298649,0.7360557670588241
Jonnu Smith,TE,['MIA'],17,57.390813457576286,3.37593020338684,0.5078833049343034,0.04155743190266205,0.0,0.0,0.0,-1.6935811662532254,-0.8467905831266127,59.08439462382951,0.6714135752707899,0.5322918434579235
Mark Andrews,TE,['BAL'],18,57.16292155011686,3.175717863895381,0.7328579685912419,0.0391258874401895,0.0,0.0,0.0,4.5278119365583684,0.7546353227597281,52.63510961355849,0.9234229756764648,0.7310431890772012
Trey McBride,TE,['ARI'],16,52.3585596499927,3.2724099781245437,0.35377405168913983,0.03901532015647742,0.0,0.0,0.0,0.5830726509872529,0.5830726509872529,51.775486999005444,0.46644582881986885,0.35221419727214587
Tucker Kraft,TE,['GB'],18,44.552522634067664,2.4751401463370923,0.5569065329258458,0.03139712659201386,0.0,0.0,0.0,5.8990510573297055,1.179810211465941,38.65347157673796,0.7027903923043265,0.5153796210231728
Mike Gesicki,TE,['CIN'],16,35.1456247812407,2.1966015488275437,0.42344126242458674,0.025104017700886213,0.0,0.0,0.0,0.0,0.0,35.1456247812407,0.5407019197113954,0.42344126242458674
Sam LaPorta,TE,['DET'],16,33.08409368859129,2.0677558555369555,0.3986035384167625,0.023733209245761326,0.0,0.0,0.0,0.0,0.0,33.08409368859129,0.5514015614765214,0.3986035384167625
Isaiah Likely,TE,['BAL'],16,31.61687511810478,1.9760546948815487,0.5099495986791094,0.02164057160719013,0.0,0.0,0.0,0.0,0.0,31.61687511810478,0.7025972248467729,0.5099495986791094
Pat Freiermuth,TE,['PIT'],18,31.596360507156913,1.7553533615087173,0.38532146959947455,0.02174560255138122,0.0,0.0,0.0,0.0,0.0,31.596360507156913,0.46465236039936636,0.38532146959947455
Zach Ertz,TE,['WAS'],18,30.178547486633146,1.6765859714796192,0.31766892091192783,0.020119031657755432,0.0,0.0,0.0,0.0,0.0,30.178547486633146,0.44380216892107566,0.31766892091192783
Cole Kmet,TE,['CHI'],14,27.81941412902102,1.987101009215787,0.505807529618564,0.01984266343011485,0.0,0.0,0.0,0.0,0.0,27.81941412902102,0.591902428277043,0.505807529618564
Brock Bowers,TE,['LV'],17,25.480115528150563,1.4988303251853272,0.16126655397563647,0.018463851831993162,0.0,0.0,0.0,-0.8975888766187758,-0.17951777532375518,26.37770440476934,0.23551521789972624,0.1724032967631983
Travis Kelce,TE,['KC'],16,22.81919935881798,1.4261999599261237,0.17029253252849239,0.01652367802955683,0.0,0.0,0.0,-0.16207294227540897,-0.16207294227540897,22.981272301093387,0.23692033300096277,0.17279152106085255
Hunter Henry,TE,['NE'],16,22.588419604002528,1.411776225250158,0.23287030519590235,0.01670741094970601,0.0,0.0,0.0,0.0,0.0,22.588419604002528,0.3422487818788262,0.23287030519590235
