GB,DAL,PIT,NE,BAL,NO,DEN,IND,KC,ATL,PHI,SEA,LAC,NYG,SF,MIA,BUF,ARI,CIN,WAS,CAR,DET,HOU,CLE,MIN,CHI,NYJ,LA,TEN,LV,TB,JAX
0.14751506835187977,0.14502177279891207,0.13612934956474806,0.12977496984941903,0.11158388706699673,0.10061087258480643,0.08670746285234587,0.08194030926641678,0.03639190373648901,0.03485356861971192,0.03230820317912667,0.012493514240704955,0.011879205207064016,-0.00012749545042891122,-0.01566215219557772,-0.017066586708590313,-0.03911127793621358,-0.044827517075341605,-0.046365991360248604,-0.04834147733278295,-0.049028910680939675,-0.04960870747748718,-0.05008669891232777,-0.06884448767466848,-0.07847612882464777,-0.082307560298306,-0.09197519680265766,-0.0974127540645804,-0.1279977067582188,-0.1291972618180653,-0.1358676080557701,-0.1749592962234998
