NE,GB,DAL,PIT,NO,BAL,DEN,SEA,KC,IND,ATL,PHI,LAC,MIA,CIN,NYG,SF,MIN,CAR,WAS,HOU,CHI,ARI,BUF,DET,NYJ,CLE,LA,TEN,TB,JAX,LV
0.13589554617899857,0.13359184064763718,0.13354703595344514,0.1256780486284204,0.1188351301082661,0.09821013127851813,0.09629758697151422,0.08598436833892613,0.07754984376092923,0.06604280632864634,0.04270391015708912,0.04030491802387033,0.026586630750798586,0.01883689721225104,0.014593921050093439,0.01455766316568989,0.009526892550563694,0.0034927847862170278,-0.0024021263286797753,-0.003903055326487284,-0.010174451529942334,-0.014273644126769174,-0.017166123238842985,-0.019044852420525192,-0.02474254510324494,-0.03350674051606872,-0.036556936642392665,-0.056290990820031354,-0.059837859370964856,-0.08522370229050813,-0.09547063070363263,-0.09961704168563024
