NE,SEA,GB,BAL,DAL,DEN,PHI,IND,BUF,KC,PIT,DET,HOU,ARI,CIN,NO,MIA,NYG,CAR,SF,LA,LAC,MIN,ATL,CLE,CHI,NYJ,WAS,TB,JAX,LV,TEN
0.16036721149364416,0.12571801014576547,0.1244927692196721,0.09078213239177722,0.08903227160335828,0.08222299218430715,0.07509665149962144,0.07387888336435491,0.06353651166234442,0.05287051021874501,0.035659834721203404,0.02887218000452686,0.02845591299776077,0.021327093021588986,0.013067600722734305,0.006818032053504841,-0.002062593274169064,-0.005296911079940583,-0.012568434151748631,-0.020910150426855803,-0.023543620773839626,-0.02606622208112541,-0.027330278418271927,-0.03334386900645599,-0.03646556340806487,-0.09072114858853011,-0.09194587258163955,-0.10276155135483721,-0.12166577839377199,-0.13098452995053053,-0.14344427499907672,-0.164795297452721
