WAS,DET,BUF,KC,BAL,JAX,ARI,PHI,TB,NO,SF,GB,LA,IND,TEN,NYJ,CIN,DEN,DAL,CHI,CLE,CAR,PIT,MIN,LAC,NE,ATL,HOU,NYG,SEA,MIA,LV
0.19388202753142406,0.13822144045743512,0.13754367504315979,0.13563417788469578,0.1177093426166409,0.11329192338803662,0.11243142876090613,0.10703891213240208,0.076610486164834,0.0708568680898077,0.06621308001840315,0.05257155805533659,0.04373001308450167,0.04356388418962613,0.039668257340775975,0.030208641877647338,0.015663749739302284,0.012207263329817496,0.01049333832002105,-0.0061978654543006426,-0.006661227890600321,-0.00770154922773679,-0.010777449502111302,-0.030441368463339866,-0.03880217725428592,-0.03890788804573439,-0.04013544992773274,-0.046889724878872746,-0.051358068740627275,-0.052970435379187324,-0.11923518053736354,-0.2180557765428664
