BAL,WAS,PIT,ARI,CIN,BUF,DET,MIN,TB,SF,ATL,JAX,HOU,LAC,KC,DAL,PHI,GB,LA,NYJ,IND,SEA,DEN,LV,NO,CHI,NYG,NE,CAR,TEN,MIA,CLE
0.1198078603389061,0.10594589469521373,0.09527349342897029,0.08881293639859039,0.07864000214318694,0.07814298567267797,0.0746847063507985,0.06591921634465361,0.06004670152976866,0.05269380368934064,0.044536179087353384,0.039271025271953024,0.027871779118850033,0.014233758600993629,0.011625170944999175,0.006620651760516021,0.0034500173661527293,0.00030293843078271765,-0.0031891246796158443,-0.018358461502294466,-0.026690544910087884,-0.03348207778721268,-0.05982188128086792,-0.07723684575285225,-0.08443234356251123,-0.11818678271462328,-0.11831529391803364,-0.1590950692047859,-0.17265017705587618,-0.19981220460498555,-0.20850350075845353,-0.2289126576009085
