CHI,MIN,DEN,NO,CLE,LAC,NYG,DET,HOU,GB,SF,LV,TB,KC,BUF,PIT,NYJ,SEA,TEN,DAL,PHI,MIA,LA,NE,ATL,WAS,IND,BAL,CIN,ARI,CAR,JAX
0.15924130185769525,0.12110277941869789,0.11917721027831366,0.11664710696183606,0.11155277250057412,0.11136022864967586,0.10767816737528779,0.10544560287053127,0.08404485194709002,0.06442425485912998,0.058071151073299056,0.05149774598869995,0.050842950527396805,0.03688126190964001,0.03584930310541161,0.028887872934406714,0.028696503734088774,0.025868133382558608,0.02348264169772287,0.0208518504780456,0.00765820309822054,-0.016757841900370926,-0.04607004650192454,-0.04810412332265838,-0.05718208502393888,-0.0691926928853787,-0.06948746190038596,-0.09071621656006389,-0.09441998422398537,-0.10394996553308145,-0.1193214038054376,-0.16186699729733123
