MIN,DET,BUF,LAC,SF,WAS,KC,PIT,TB,BAL,GB,PHI,HOU,DEN,CHI,NO,ARI,NYJ,CIN,IND,ATL,DAL,SEA,LA,CLE,JAX,NYG,TEN,LV,MIA,NE,CAR
0.15591251640918452,0.15575412466384986,0.11433798123815367,0.11172734482499852,0.08834900857827697,0.0876487621501001,0.08349344934744128,0.08118624110941858,0.07391790120047739,0.072323954570569,0.061322097459086414,0.04143953764401059,0.039110213018337156,0.033351557535324795,0.03175685038785478,0.003228321161175274,-0.0030486113034189632,-0.0053952038422302485,-0.02865453251114014,-0.029879022012354366,-0.030657744240691544,-0.0411034515679958,-0.04143530795774373,-0.04998215125434439,-0.06616356135265754,-0.07153124835931192,-0.07275886583265324,-0.08351941095481566,-0.09773764032522209,-0.17973832771679932,-0.185720877592241,-0.21935608337670137
