WAS,BAL,ARI,BUF,DET,JAX,TB,CIN,SF,KC,PIT,PHI,MIN,ATL,GB,LA,DAL,HOU,NYJ,IND,LAC,NO,SEA,DEN,CHI,NYG,LV,TEN,NE,CAR,CLE,MIA
0.1330278511466723,0.11519828310385993,0.0953048506415758,0.09397794050957431,0.09154207945846056,0.0665200123909241,0.06404648496193077,0.062086902782441805,0.0564337649316675,0.0548309849202101,0.04961285596432935,0.046627578893743915,0.03280584558281514,0.01930517551243703,0.013541256602071186,0.011002346769813614,0.009522610955635943,0.007018445491267105,-0.0006134066435198524,-0.0034542748479527794,-0.006845816195845008,-0.032957182351759394,-0.033648186875066065,-0.03387451021854134,-0.07717347402636318,-0.09770530532520635,-0.11382974160670484,-0.11709574977778092,-0.11962223528559726,-0.11994000235552803,-0.16569433112526238,-0.1765305215845532
