QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
J.Allen,10,105.66483302842488,0.2879150763717299,0.13634172003667727
B.Purdy,9,94.08745285529268,0.3537122287792958,0.13479577772964568
P.Mahomes,9,85.57483985004396,0.2473261267342311,0.11868909826635778
J.Hurts,9,87.43345304002517,0.26738059033646844,0.11384564197919944
T.Tagovailoa,9,74.35976028587672,0.23021597611726538,0.1041453225292391
D.Prescott,9,77.02413923843466,0.2384648273635748,0.10228969354373793
J.Herbert,9,65.73385109912988,0.1916438807554807,0.08811508190231887
K.Cousins,8,49.81927748335308,0.15188804110778378,0.07870343994210598
C.Stroud,9,56.55237403893123,0.1653578188272843,0.07520262505177025
B.Mayfield,9,54.14560365232391,0.16711606065532073,0.07489018485798606
J.Goff,9,42.3642587972728,0.12387210174641168,0.055450600519990574
A.Richardson,4,17.605145222297992,0.18930263679890313,0.05536209189401884
A.Dalton,2,7.651017416501955,0.1254265150246222,0.03903580314541814
M.Stafford,8,25.204613189024872,0.08429636518068519,0.0381888078621589
T.Heinicke,3,9.73746440901525,0.12325904315209177,0.037596387679595555
S.Howell,10,28.931734247284837,0.06486935929884492,0.034401586500933216
J.Love,9,24.201778202052353,0.0751608018697278,0.033896047902034106
R.Wilson,9,21.55358056735308,0.07356170842100028,0.030703106221300683
L.Jackson,10,20.69217201882092,0.06897390672940307,0.02529605381273951
J.Burrow,9,15.96480165123508,0.043148112570905624,0.02229720901010486
G.Smith,9,7.1547768001050525,0.02235867750032829,0.010006680839307766
D.Carr,10,4.625889153696438,0.012994070656450668,0.00531711396976602
D.Watson,6,1.574844474047274,0.008245259026425518,0.0028581569401946896
T.Taylor,6,-3.5596740346221205,-0.03669767046002186,-0.0036029089419252233
G.Minshew,9,-6.407651830876289,-0.023644471700650514,-0.008289329664781745
J.Dobbs,10,-15.76417916271749,-0.04428140214246486,-0.009749028548371978
J.Fields,6,-6.443504117949669,-0.03445724127245812,-0.013651491775317095
T.Lawrence,9,-13.40953225734549,-0.04138744523872065,-0.017855568917903446
D.Ridder,9,-14.275902632061223,-0.05229268363392389,-0.018808830872280927
J.Garoppolo,6,-8.722661736714441,-0.047926712839090335,-0.020006104900721196
A.O'Connell,4,-8.325453040051011,-0.07239524382653054,-0.026098598871633263
W.Levis,3,-8.932582761913451,-0.07634686121293548,-0.03544675699172004
T.Bagent,5,-14.77307642047651,-0.0991481638958155,-0.03594422486733944
M.Jones,10,-41.1138964445476,-0.11848385142520922,-0.05165062367405477
K.Pickett,9,-40.407839108596704,-0.14855823201689966,-0.05830857014227519
R.Tannehill,6,-28.55122756849568,-0.16130637044347843,-0.06330649128269553
P.Walker,4,-26.873241203127062,-0.255935630505972,-0.0720462230646838
B.Young,8,-51.21920047379696,-0.1600600014806155,-0.07621904832410262
D.Jones,6,-52.747794061423676,-0.2761664610545742,-0.1083116921179131
Z.Wilson,9,-83.66605397851728,-0.24535499700444952,-0.11800571788225286
T.DeVito,3,-36.47034543032194,-0.5443335138854021,-0.14588138172128776
