CHI,NYG,GB,LA,BAL,DET,WAS,NE,PIT,TEN,KC,LAC,NO,NYJ,ATL,CAR,MIN,CIN,CLE,IND,PHI,BUF,LV,TB,SF,MIA,ARI,SEA,DAL,JAX,HOU,DEN
0.1366052602250446,0.1284961981210465,0.12497675198301034,0.11876141547735097,0.09108959808445712,0.0732165636164482,0.07237269322224059,0.07041208317676098,0.06256309375328162,0.05592613421173218,0.052751935704489036,0.05160385400860433,0.04613455518514434,0.04422623299667673,0.03457631667835923,0.028668447951273664,0.0284177628227572,0.027769065652918007,0.026630425836696635,0.022728956226481148,0.020423862891873486,0.018899091715897626,0.017697981229735774,0.01635863236756708,-0.007159248733810027,-0.008126629999647868,-0.023102255007732088,-0.03265650026252076,-0.04643743821606015,-0.075299380870094,-0.07559781811736346,-0.09459259768764217
