NE,LAC,GB,ATL,IND,BAL,PIT,TB,HOU,NO,CIN,DEN,LV,NYJ,NYG,TEN,DET,DAL,JAX,SEA,KC,PHI,CLE,MIA,LA,SF,CHI,BUF,WAS,MIN,ARI,CAR
0.13293692805046828,0.13188762146588626,0.10481338949207353,0.08281551361221781,0.04308860768214767,0.03675827204348811,0.033634001188223295,0.026384049815069616,0.019874334037321015,0.012061394274022197,0.007578487154259447,0.0020698305456848393,0.001163927184491688,-0.010007569579778684,-0.018905307879436905,-0.02221367129337451,-0.028253303630841938,-0.04121967488367714,-0.05244031946346824,-0.05323928035575411,-0.05509252192060994,-0.0557560712346931,-0.06311587838096443,-0.0864465640904681,-0.09275987574755398,-0.10173097340652226,-0.10383887775062461,-0.1142990780946651,-0.12376799479094551,-0.14668211934871095,-0.2210892154021059,-0.23105693015989454
