NE,GB,LAC,HOU,ATL,IND,LV,TB,PIT,PHI,BAL,NYJ,NO,JAX,DEN,DAL,DET,CIN,KC,NYG,SEA,TEN,CLE,CHI,SF,MIA,BUF,LA,WAS,MIN,ARI,CAR
0.16193926171831613,0.10899392759377348,0.09532730754483688,0.07411502104400852,0.07166059795957327,0.06290427373460582,0.06020243647918512,0.050493910754174656,0.047588125458625674,0.040961073824755265,0.03647451709459253,0.03404456437005495,0.03102223299050652,0.02613050565085046,0.010464631100117998,0.005683194644627963,0.004931772759088415,0.003043144995451174,-0.00404137929693093,-0.010458869484001602,-0.01293993964678112,-0.018282510297308367,-0.032965642505164046,-0.042190132379200884,-0.04487145721804746,-0.04709296976126698,-0.0573751132172399,-0.059510928268994095,-0.06837690856904148,-0.07892447038487839,-0.14056818533957371,-0.16552191541193534
