PHI,NE,LV,HOU,JAX,NYJ,GB,KC,TB,DAL,PIT,CHI,IND,SF,BAL,DET,MIN,BUF,ATL,SEA,WAS,CLE,MIA,LAC,NO,NYG,ARI,DEN,LA,TEN,CIN,CAR
0.23335742821474148,0.23073185451217804,0.18241587719367067,0.18026581708098063,0.1797945342586218,0.13319106221003618,0.12372888683226596,0.10751160741094451,0.10741765323477423,0.0971766721619243,0.08891963726129823,0.08175925561336422,0.07650128078503834,0.06386275994791377,0.060851239311764435,0.060607882268967794,0.05988027331524763,0.059000165905697316,0.05848946034099731,0.05621143514017096,0.03929541080804004,0.03834354654152794,0.03543808118310568,0.03398582838057708,0.032369949831210595,0.023334601175537012,0.02169400785515016,0.00423827150884612,0.0030067806442748424,-0.009783896508491347,-0.013911176892747845,-0.029181401137081814
