NE,GB,LAC,PIT,BAL,ATL,NYJ,NYG,CHI,NO,LV,IND,PHI,TB,TEN,DET,LA,KC,HOU,CIN,DAL,WAS,CLE,MIN,SF,JAX,MIA,SEA,DEN,BUF,CAR,ARI
0.18066019844156594,0.17145390961818618,0.12292578744054006,0.08525881429244095,0.08422779357510038,0.06528972548222192,0.06409962205885157,0.05237505956619391,0.05141021429466608,0.04897469919772331,0.047783274644061194,0.04357238469293046,0.02885875156072269,0.012284893327286071,0.011858984702983563,0.009583883329237753,0.0002569763185317278,-0.005160967612655675,-0.012952192485604891,-0.025526498550130165,-0.03047674308274148,-0.05148216194847673,-0.05187664012203505,-0.0595055849631722,-0.061988204477276106,-0.0651368548282589,-0.06884766179509179,-0.07553751467445746,-0.09034682657280714,-0.09694852176267263,-0.17189394566264446,-0.17521192056767754
