BAL,CLE,KC,NYJ,LV,NO,SF,DAL,PIT,TB,MIN,NE,NYG,CHI,BUF,JAX,DET,HOU,LAC,ATL,GB,MIA,CAR,LA,CIN,IND,SEA,DEN,TEN,ARI,PHI,WAS
0.07262387928906246,0.0668763652493108,0.031075799304112285,0.026357460402361824,0.02612628078535789,0.023365667084801034,0.015492509591467581,0.012186898402336312,0.0019680987225339786,-0.006374132432836854,-0.008179611031872695,-0.010473550521241368,-0.014558822742606607,-0.015158148014514178,-0.015617796753984843,-0.01775823484475416,-0.02899812265116426,-0.032247647675504275,-0.0432243402573336,-0.04372946848638626,-0.05300897867582597,-0.05462663184653489,-0.059436826890092255,-0.060021292332839954,-0.06412993744220244,-0.07120696608753278,-0.07633593286196454,-0.08483492178861604,-0.0885480229727657,-0.09550168570611867,-0.09985155896719776,-0.11741486311740251
