BAL,CLE,KC,NO,NYJ,LV,SF,NYG,PIT,BUF,DAL,JAX,TB,MIN,CAR,CHI,GB,DET,LA,CIN,IND,LAC,HOU,MIA,NE,SEA,ATL,PHI,DEN,ARI,TEN,WAS
0.13341136292014907,0.10528327602573434,0.08321122815220032,0.07908203018869005,0.05158268910068789,0.0495820938829084,0.04787229362235669,0.04304224936473678,0.029483275027084796,0.026830471828705633,0.022093211022210176,0.020809089486706168,7.454958414353056e-05,-0.003076282271345806,-0.019098727755067137,-0.022133846030529727,-0.028868192511730173,-0.03304654326865144,-0.035379084839336314,-0.0359043352852961,-0.039724181912973305,-0.03987663206893992,-0.040450782152430774,-0.047606338287055905,-0.05016568811294681,-0.055560602110544983,-0.06950972183721857,-0.07051630507895569,-0.07278861091121389,-0.10124904723557156,-0.11469282938816205,-0.13822788463888763
