BAL,SF,DAL,BUF,KC,MIA,DET,GB,NO,TB,HOU,CLE,JAX,LA,CIN,MIN,LV,PHI,PIT,CHI,LAC,SEA,IND,DEN,TEN,ATL,ARI,NYJ,NYG,CAR,NE,WAS
0.18016357209647155,0.1797832533757656,0.1280533036465025,0.11691495909353566,0.09235346802956483,0.08005871370500588,0.06646781219901007,0.06274637032036942,0.039049583102220634,0.03860300473160508,0.030168669510632906,0.023865456880316563,0.0218019116909536,0.01766577901688557,0.01425915665801876,0.003915445059958826,0.002829399338618352,-0.0038380056259728207,-0.013732331341383977,-0.0193121355139692,-0.019977145808671257,-0.026396888129389735,-0.03708075982135337,-0.05014031438056605,-0.05784960134419597,-0.0665818655055552,-0.08121262954496,-0.09366155934685136,-0.12268187859829385,-0.12419640546490512,-0.12904284503269178,-0.14042678717836654
