SF,MIA,BUF,DAL,GB,BAL,PHI,DET,CIN,LA,HOU,KC,SEA,TB,JAX,DEN,IND,TEN,LAC,NO,ARI,MIN,CHI,PIT,ATL,WAS,LV,CLE,CAR,NYG,NE,NYJ
0.164290743784298,0.13468534555154077,0.1325327558475205,0.11586640524416619,0.11575534899619538,0.10753969280740908,0.09601355334122494,0.09546593485017434,0.0783890941002212,0.07768707134972552,0.06241631718613718,0.061277668725452546,0.0499390447325748,0.04497713716444193,0.03956014653570776,0.03469460740804999,0.03412620626617941,0.030698421628569734,0.023247194448662342,0.0156839160174196,0.014289056161158671,0.012095056091831521,-0.004153987499455024,-0.015700430063917956,-0.02285239701916894,-0.023011924060964015,-0.02329688144673954,-0.04301090836899424,-0.06475957857481288,-0.10812305585568725,-0.11856929451145042,-0.12001901974921318
