NE,NO,GB,LAC,NYG,SF,PIT,CAR,BAL,PHI,LV,DAL,HOU,DET,CIN,TEN,ATL,BUF,NYJ,CLE,MIN,MIA,SEA,ARI,WAS,TB,DEN,CHI,IND,KC,JAX,LA
0.1805479637359364,0.16836472948836206,0.1579150295835753,0.08347678330120115,0.0828879050545766,0.0705431913429909,0.05694357140767796,0.054077883716233024,0.03497424972291929,0.03489790767737838,0.034732393756844615,0.030655875294353492,0.025445826706701202,0.024108287664922245,0.016832389568802543,0.006106174103125308,0.0019896798613461917,0.0002974161082051705,-0.007585650713864106,-0.009277920594034574,-0.014193166966488157,-0.01642518564378423,-0.01760166584014787,-0.041872281812782734,-0.04364366891731803,-0.05827919089891373,-0.05902353383518142,-0.07248325164675634,-0.08982369954417817,-0.09942724042524347,-0.10938203559458723,-0.18244605962120222
