NE,GB,NO,NYG,LAC,SF,PIT,DAL,BAL,LV,HOU,TEN,ATL,CIN,DET,SEA,CLE,PHI,MIA,NYJ,CAR,BUF,TB,WAS,ARI,CHI,MIN,DEN,KC,IND,JAX,LA
0.2004875581085393,0.20039526297396454,0.18052540301203154,0.12037796628641192,0.10844227751693708,0.08481535414617068,0.05003751219908541,0.04285064984436644,0.029559493113246984,0.014678576318422926,0.011211455559333477,0.003207366508262567,0.0014532108170244862,-0.0004903836383819381,-0.0032944267680414807,-0.02980395431895678,-0.031125684650318175,-0.033734335083698,-0.034475497470725425,-0.040965685122171344,-0.04712647846976105,-0.060496669871197124,-0.09256904547857361,-0.09906313229248064,-0.10632998061297443,-0.11284869628817219,-0.11815824516890172,-0.11998593744977779,-0.12652032289788442,-0.13838816394592945,-0.16924080128044536,-0.24781271164651753
