SF,DET,BAL,CHI,HOU,JAX,MIA,ATL,PHI,PIT,ARI,LA,SEA,KC,CIN,DEN,WAS,NYJ,DAL,NO,TEN,MIN,BUF,NE,CLE,GB,NYG,LAC,IND,TB,CAR,LV
0.08030005274528462,0.07229921694791541,0.06510218163879807,0.06422078200291971,0.04951036697706615,0.026292563363465908,0.023757991789350955,0.023327280161329317,0.014586167466201335,0.012309556776475362,0.008392767192795456,0.005728457561992171,0.003970142936682734,-0.0002279880091722742,-0.0013391665241056505,-0.0024978822058936284,-0.005259860803761506,-0.005872392811421538,-0.016933035383706482,-0.01758686603616687,-0.01760844890727426,-0.018712895586595245,-0.03177536673116811,-0.03663402715185075,-0.04057335812063993,-0.042979239884109635,-0.04706746588727549,-0.04865647121717272,-0.0487604323393487,-0.08156134203005805,-0.09049418350095985,-0.1064724520519139
